Time(s),X(m),Y(m),Z(m),Vx(m/s),Vy(m/s),Vz(m/s),Alpha(rad),Beta(rad),Gamma(rad),V_alpha(rad/s),V_beta(rad/s),V_gamma(rad/s)
0.0,-0.038217,-0.981794,0.503251,0.0,0.0,0.0,-0.174533,0.087266,0.0,0.0,0.0,0.0
0.05,-0.038196,-0.981687,0.503028,0.000431,0.002141,-0.004458,-0.175945,0.087428,0.000101,-0.028131,0.003237,-0.000438
0.1,-0.038184,-0.98159,0.502968,0.000242,0.001936,-0.001202,-0.176237,0.087504,2.1e-05,-0.005812,0.001511,-0.002117
0.15,-0.038178,-0.981384,0.502946,0.000114,0.004127,-0.000445,-0.176175,0.087512,-0.000243,0.001237,0.000166,-0.005164
0.2,-0.038173,-0.981052,0.50291,9.9e-05,0.006647,-0.00071,-0.176107,0.087512,-0.000653,0.001354,4e-06,-0.00809
0.25,-0.038168,-0.980592,0.50286,0.000107,0.009183,-0.001013,-0.176068,0.087515,-0.001202,0.000771,6.2e-05,-0.010899
0.3,-0.038162,-0.980007,0.50279,0.000115,0.011698,-0.001394,-0.176045,0.087518,-0.00189,0.00046,6e-05,-0.013725
0.35,-0.038156,-0.979298,0.502696,0.000123,0.014191,-0.001884,-0.176027,0.087521,-0.002719,0.000349,4.9e-05,-0.016556
0.4,-0.038149,-0.978465,0.502574,0.000135,0.016655,-0.00244,-0.176004,0.087524,-0.003686,0.000469,7.5e-05,-0.019302
0.45,-0.038141,-0.97751,0.502422,0.00015,0.019099,-0.003035,-0.175969,0.08753,-0.004787,0.000684,0.000119,-0.021955
0.5,-0.038133,-0.976433,0.502239,0.000161,0.021537,-0.00365,-0.175933,0.087536,-0.006024,0.000724,0.000108,-0.024673
0.55,-0.038125,-0.975233,0.502029,0.000171,0.024002,-0.004209,-0.175916,0.08754,-0.007398,0.000331,9.7e-05,-0.027457
0.6,-0.038116,-0.973909,0.501795,0.000183,0.026474,-0.004677,-0.175912,0.087545,-0.008911,7.7e-05,9.4e-05,-0.030245
0.65,-0.038106,-0.972462,0.501539,0.000194,0.028941,-0.005118,-0.175913,0.08755,-0.010562,-1.7e-05,9.3e-05,-0.033028
0.7,-0.038091,-0.970893,0.501261,0.000308,0.03139,-0.005565,-0.175908,0.087541,-0.012239,0.000113,-0.000179,-0.03352
0.75,-0.038064,-0.969199,0.50096,0.000524,0.033886,-0.006011,-0.175928,0.087552,-0.013888,-0.000409,0.000214,-0.033018
0.8,-0.038035,-0.967381,0.500638,0.000589,0.036357,-0.00645,-0.175955,0.087564,-0.01563,-0.000549,0.000235,-0.034897
0.85,-0.038005,-0.965441,0.500294,0.000589,0.0388,-0.006888,-0.175968,0.087559,-0.017502,-0.000242,-0.0001,-0.037455
0.9,-0.037974,-0.963378,0.499927,0.000624,0.041264,-0.007325,-0.175981,0.087558,-0.019495,-0.000265,-2.7e-05,-0.039883
0.95,-0.037941,-0.961191,0.499539,0.000658,0.043727,-0.007762,-0.175995,0.087559,-0.021609,-0.000279,2.9e-05,-0.042316
1.0,-0.037896,-0.958885,0.499128,0.000917,0.04612,-0.008229,-0.175964,0.087556,-0.023965,0.000609,-5.1e-05,-0.047062
1.05,-0.03782,-0.956458,0.498692,0.001512,0.048544,-0.008713,-0.175926,0.087555,-0.026743,0.000771,-1.5e-05,-0.055497
1.1,-0.03772,-0.953906,0.498233,0.002006,0.051047,-0.009179,-0.17593,0.087575,-0.029888,-9e-05,0.000404,-0.062902
1.15,-0.03761,-0.95123,0.497752,0.002194,0.05352,-0.009626,-0.175945,0.087596,-0.03323,-0.000319,0.00041,-0.066863
1.2,-0.037495,-0.948431,0.497248,0.002294,0.055968,-0.010071,-0.175949,0.0876,-0.036737,-7.7e-05,7.4e-05,-0.070147
1.25,-0.037375,-0.94551,0.496723,0.002395,0.058426,-0.010514,-0.175951,0.087601,-0.0404,-4.5e-05,2.6e-05,-0.073267
1.3,-0.037251,-0.942466,0.496175,0.002496,0.060885,-0.010957,-0.175953,0.087601,-0.044218,-3.5e-05,2e-06,-0.076355
1.35,-0.037115,-0.939301,0.495604,0.002707,0.063301,-0.011411,-0.175934,0.087595,-0.048065,0.000382,-0.000113,-0.076907
1.4,-0.03696,-0.936007,0.495011,0.003101,0.06587,-0.011855,-0.176001,0.087608,-0.051826,-0.001351,0.000198,-0.075348
1.45,-0.036798,-0.932588,0.494396,0.003239,0.068382,-0.012301,-0.176087,0.087575,-0.05567,-0.001667,-0.000744,-0.077027
1.5,-0.03663,-0.929048,0.493758,0.003361,0.070795,-0.012759,-0.17613,0.087549,-0.059658,-0.000824,-0.000567,-0.079831
1.55,-0.036414,-0.9254,0.493093,0.004323,0.07296,-0.013306,-0.176017,0.087543,-0.064142,0.002239,1.7e-05,-0.089491
1.6,-0.036126,-0.921627,0.492402,0.005758,0.075473,-0.013819,-0.176025,0.087599,-0.069257,-0.000219,0.00111,-0.102308
1.65,-0.035812,-0.917728,0.491688,0.006284,0.077972,-0.014289,-0.176063,0.087604,-0.074699,-0.000767,3.8e-05,-0.1089
1.7,-0.035484,-0.913707,0.49095,0.006564,0.08043,-0.014746,-0.176102,0.087613,-0.080353,-0.00078,0.000128,-0.113145
1.75,-0.035144,-0.909566,0.49019,0.006793,0.08282,-0.01521,-0.176099,0.087614,-0.086157,5.3e-05,1.4e-05,-0.116083
1.8,-0.034782,-0.90531,0.489406,0.007236,0.085115,-0.015688,-0.176023,0.087603,-0.091884,0.001519,-7.5e-05,-0.114403
1.85,-0.034393,-0.900917,0.4886,0.007787,0.087848,-0.016109,-0.176159,0.087582,-0.097446,-0.002663,-0.000674,-0.111481
1.9,-0.033984,-0.896414,0.487769,0.008187,0.090079,-0.016617,-0.176152,0.087543,-0.103284,0.00022,-0.00077,-0.116758
1.95,-0.033493,-0.891804,0.48691,0.009817,0.092186,-0.017186,-0.176038,0.087566,-0.109722,0.00222,0.00071,-0.128555
2.0,-0.032915,-0.887067,0.486025,0.01156,0.094736,-0.017696,-0.176107,0.087626,-0.116856,-0.001508,0.001034,-0.142806
2.05,-0.03231,-0.882233,0.48512,0.012096,0.096689,-0.018102,-0.176158,0.08763,-0.12424,-0.00102,-3.6e-05,-0.147772
2.1,-0.031694,-0.877359,0.484205,0.012326,0.097475,-0.018309,-0.176121,0.087617,-0.131636,0.000767,-0.000161,-0.147839
2.15,-0.031058,-0.872478,0.483287,0.012712,0.097617,-0.018354,-0.1761,0.087627,-0.138726,0.000402,0.000245,-0.141762
2.2,-0.030413,-0.867584,0.48237,0.012908,0.097882,-0.018346,-0.176223,0.087555,-0.145544,-0.002237,-0.001769,-0.136593
2.25,-0.029721,-0.862713,0.481447,0.013838,0.097436,-0.018451,-0.176151,0.087542,-0.152686,0.001451,-3.9e-05,-0.142705
2.3,-0.028934,-0.857858,0.480519,0.01574,0.097094,-0.018554,-0.17608,0.087633,-0.160432,0.001116,0.002011,-0.154795
2.35,-0.028094,-0.852999,0.47959,0.016786,0.097179,-0.018584,-0.176163,0.087679,-0.168675,-0.001777,0.000648,-0.165006
2.4,-0.027244,-0.848145,0.478659,0.017001,0.097072,-0.018617,-0.176187,0.087667,-0.176985,-0.000428,-0.00032,-0.166245
2.45,-0.026384,-0.843305,0.477726,0.017216,0.096797,-0.01866,-0.176065,0.087652,-0.185122,0.002454,0.000139,-0.16252
2.5,-0.025498,-0.838449,0.476796,0.017709,0.097123,-0.018615,-0.176223,0.087667,-0.1928,-0.003147,-0.000297,-0.153837
2.55,-0.024621,-0.833601,0.475863,0.01754,0.09696,-0.018659,-0.176229,0.08755,-0.200549,0.000319,-0.002325,-0.154991
2.6,-0.023648,-0.828783,0.474924,0.019469,0.096369,-0.018772,-0.176133,0.087593,-0.208798,0.001712,0.001231,-0.164808
2.65,-0.022562,-0.823977,0.473982,0.021724,0.096123,-0.018843,-0.176198,0.087675,-0.217877,-0.00161,0.001346,-0.181702
2.7,-0.021453,-0.819179,0.473037,0.022171,0.095949,-0.01889,-0.176206,0.087643,-0.22707,-1.5e-05,-0.000675,-0.183881
2.75,-0.020337,-0.814383,0.472092,0.022325,0.095918,-0.018898,-0.176205,0.087645,-0.236295,8e-06,5.3e-05,-0.184488
2.8,-0.019201,-0.809595,0.471147,0.022706,0.095767,-0.018914,-0.176174,0.087681,-0.245181,0.00043,0.000841,-0.177659
2.85,-0.018061,-0.804801,0.470201,0.022812,0.095875,-0.018914,-0.176221,0.087591,-0.25383,-0.000474,-0.001965,-0.173064
2.9,-0.016866,-0.800026,0.469252,0.023888,0.095508,-0.018971,-0.176194,0.087616,-0.262657,0.000388,0.000613,-0.176491
2.95,-0.015561,-0.795287,0.4683,0.026108,0.094782,-0.019057,-0.17614,0.087714,-0.272163,0.000531,0.002168,-0.190026
3.0,-0.014181,-0.790559,0.467345,0.027595,0.094545,-0.019097,-0.1762,0.087702,-0.282259,-0.001077,-0.000549,-0.202028
3.05,-0.012782,-0.78584,0.466388,0.027977,0.094391,-0.019126,-0.176219,0.087656,-0.292413,-0.000102,-0.000992,-0.203126
3.1,-0.011369,-0.781133,0.465431,0.028268,0.094148,-0.019152,-0.176131,0.087722,-0.302465,0.001295,0.001763,-0.200868
3.15,-0.009935,-0.776417,0.464475,0.02869,0.094304,-0.01912,-0.176235,0.087751,-0.312048,-0.002149,-4.9e-05,-0.191848
3.2,-0.008503,-0.771708,0.463517,0.028622,0.094191,-0.01916,-0.176196,0.087705,-0.321664,0.001027,-0.00065,-0.192255
3.25,-0.006971,-0.767039,0.462555,0.030649,0.093374,-0.019229,-0.17612,0.087731,-0.331676,0.001268,0.000972,-0.200117
3.3,-0.005307,-0.762407,0.461592,0.033286,0.09264,-0.019262,-0.176184,0.08778,-0.342579,-0.001526,0.000519,-0.218172
3.35,-0.003601,-0.757792,0.460627,0.034119,0.09231,-0.019297,-0.176211,0.087751,-0.35367,-0.000321,-0.000727,-0.22185
3.4,-0.001883,-0.753182,0.459662,0.034345,0.092186,-0.019311,-0.17619,0.087756,-0.364826,0.000362,0.000237,-0.223098
3.45,-0.000145,-0.74858,0.458696,0.03476,0.092054,-0.01932,-0.176183,0.087819,-0.375616,-0.000325,0.001228,-0.215784
3.5,0.001601,-0.743976,0.45773,0.034928,0.092064,-0.019323,-0.176184,0.087789,-0.386165,0.000213,-0.000555,-0.210972
3.55,0.00339,-0.739393,0.456762,0.035776,0.09167,-0.019356,-0.176159,0.087784,-0.396865,0.000496,8.1e-05,-0.213957
3.6,0.005307,-0.734868,0.455793,0.038339,0.090493,-0.019384,-0.176121,0.087856,-0.408204,0.000138,0.001623,-0.226717
3.65,0.007324,-0.730382,0.454823,0.040353,0.089723,-0.019394,-0.176167,0.087813,-0.420249,-0.00049,-0.001146,-0.240989
3.7,0.009373,-0.725911,0.453853,0.040974,0.089423,-0.019402,-0.176149,0.08785,-0.432417,1.1e-05,0.000815,-0.243317
3.75,0.01143,-0.721446,0.452882,0.041135,0.089291,-0.019424,-0.1761,0.08789,-0.444515,0.000559,0.001129,-0.241878
3.8,0.013506,-0.716983,0.451912,0.041519,0.089263,-0.019405,-0.176157,0.087892,-0.45616,-0.001033,-0.00045,-0.233003
3.85,0.015588,-0.712521,0.450941,0.041655,0.089249,-0.019418,-0.17615,0.087882,-0.467706,0.0002,-0.000119,-0.230916
